sc	cs	s	cs	c	cs	c	c	sc	cs	c	c	cs	cs	cs	cs	cs	cs	cs
470014	飞侠领巾	necklace	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_001_4.png	resources/makeup_clothes/clo_001_4.png	4				4Ω0.1	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_001_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_001_4.png
470021	魔术师外套	clothes	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_002_1.png	resources/makeup_clothes/clo_002_1.png	1				1Ω240	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_1.png
470022	魔术师帽子	hat	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_002_2.png	resources/makeup_clothes/clo_002_2.png	2				2Ω285	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_2.png
470024	魔术师领结	necklace	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_002_4.png	resources/makeup_clothes/clo_002_4.png	4				4Ω0.1	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_4.png
470071	绅士礼服	clothes	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_007_1.png	resources/makeup_clothes/clo_007_1.png	1				1Ω240	10080	3	11200	2003	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_1.png
470072	绅士帽子	hat	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_007_2.png	resources/makeup_clothes/clo_007_2.png	2				2Ω285	10080	3	11200	2004	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_2.png
470073	绅士眼镜	glasses	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_007_3.png	resources/makeup_clothes/clo_007_3.png	3				3Ω0.1	10080	3	11200	2005	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_3.png
470074	绅士领结	necklace	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_007_4.png	resources/makeup_clothes/clo_007_4.png	4				4Ω0.1	10080	3	11200	2006	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_4.png
470075	飞翔之翼	cloak	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_007_5.png	resources/makeup_clothes/clo_007_5.png	5				1Ω120|2Ω120	10080	3	11200	2007	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_5.png
470121	魔女上衣	clothes	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_012_1.png	resources/makeup_clothes/clo_012_1.png	1				1Ω240	10080	3	11200	2014	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_1.png
470122	魔女头饰	hat	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_012_2.png	resources/makeup_clothes/clo_012_2.png	2				2Ω285	10080	3	11200	2015	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_2.png
470125	魔女翅膀	cloak	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_012_5.png	resources/makeup_clothes/clo_012_5.png	5				1Ω120|2Ω120	10080	3	11200	2016	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_5.png
470141	恶魔上装	clothes	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_014_1.png	resources/makeup_clothes/clo_014_1.png	1				1Ω240	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_014_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_014_1.png
470142	恶魔头饰	hat	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_014_2.png	resources/makeup_clothes/clo_014_2.png	2				2Ω285	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_014_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_014_2.png
470191	粉色淑女裙	clothes	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_019_1.png	resources/makeup_clothes/clo_019_1.png	1				1Ω240	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_019_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_019_1.png
470192	淑女礼帽	hat	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_019_2.png	resources/makeup_clothes/clo_019_2.png	2				2Ω285	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_019_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_019_2.png
4790003	浴袍套装	suit	1	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_003_9.png	resources/makeup_clothes/clo_003_9.png	0	400031|400032|400034|400035			1Ω60|2Ω75|3Ω0.05|4Ω0.05	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_003_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_003_9.png
4790006	超人套装	suit	2	有效期：7天，装备后开始计时	22400	resources/item_clothes/clo_006_9.png	resources/makeup_clothes/clo_006_9.png	0	400061|400063			1Ω150|2Ω180|3Ω0.08|4Ω0.08	10080	3	22400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_006_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_006_9.png
4790004	天使套装	suit	2	有效期：7天，装备后开始计时	44800	resources/item_clothes/clo_004_9.png	resources/makeup_clothes/clo_004_9.png	0	400041|400044|400045			1Ω240|2Ω390|3Ω0.1|4Ω0.1	10080	3	44800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_004_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_004_9.png
4790011	海盗套装	suit	2	有效期：7天，装备后开始计时	44800	resources/item_clothes/clo_011_9.png	resources/makeup_clothes/clo_011_9.png	0	400111|400112|400113			1Ω240|2Ω390|3Ω0.1|4Ω0.1	10080	3	44800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_011_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_011_9.png
4790013	吸血鬼套装	suit	2	有效期：7天，装备后开始计时	44800	resources/item_clothes/clo_013_9.png	resources/makeup_clothes/clo_013_9.png	0	400131|400132|400135			1Ω240|2Ω390|3Ω0.1|4Ω0.1	10080	3	44800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_013_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_013_9.png
4150201	柯南套装衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_020_1.png	resources/makeup_clothes/clo_020_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_020_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_020_1.png
4150202	柯南套装头发	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_020_2.png	resources/makeup_clothes/clo_020_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_020_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_020_2.png
4150203	柯南套装眼镜	glasses	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_020_3.png	resources/makeup_clothes/clo_020_3.png	3				3Ω0.1	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_020_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_020_3.png
4150204	柯南套装蝴蝶结	necklace	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_020_4.png	resources/makeup_clothes/clo_020_4.png	4				4Ω0.1	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_020_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_020_4.png
41590020	柯南套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_020_9.png	resources/makeup_clothes/clo_020_9.png	0	4150201|4150202|4150203|4150204			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_020_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_020_9.png
4150211	小丸子套装衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_021_1.png	resources/makeup_clothes/clo_021_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_021_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_021_1.png
4150212	小丸子套装帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_021_2.png	resources/makeup_clothes/clo_021_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_021_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_021_2.png
41590021	小丸子套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_021_9.png	resources/makeup_clothes/clo_021_9.png	0	4150211|4150212			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_021_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_021_9.png
4150221	小智套装衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_022_1.png	resources/makeup_clothes/clo_022_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_022_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_022_1.png
4150222	小智套装帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_022_2.png	resources/makeup_clothes/clo_022_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_022_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_022_2.png
41590022	小智套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_022_9.png	resources/makeup_clothes/clo_022_9.png	0	4150221|4150222			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_022_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_022_9.png
4150231	睡袍套装衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_023_1.png	resources/makeup_clothes/clo_023_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_023_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_023_1.png
4150232	睡袍套装帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_023_2.png	resources/makeup_clothes/clo_023_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_023_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_023_2.png
41590023	睡袍套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_023_9.png	resources/makeup_clothes/clo_023_9.png	0	4150231|4150232			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_023_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_023_9.png
4150251	织女套装衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_025_1.png	resources/makeup_clothes/clo_025_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_025_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_025_1.png
4150252	织女套装帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_025_2.png	resources/makeup_clothes/clo_025_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_025_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_025_2.png
41590025	织女飞仙衣	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_025_9.png	resources/makeup_clothes/clo_025_9.png	0	4150251|4150252			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_025_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_025_9.png
4150261	牛郎套装衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_026_1.png	resources/makeup_clothes/clo_026_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_026_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_026_1.png
4150262	牛郎套装帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_026_2.png	resources/makeup_clothes/clo_026_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_026_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_026_2.png
41590026	牛郎天仙装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_026_9.png	resources/makeup_clothes/clo_026_9.png	0	4150261|4150262			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_026_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_026_9.png
4300271	海盗衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_027_1.png	resources/makeup_clothes/clo_027_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_027_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_027_1.png
4300272	海盗帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_027_2.png	resources/makeup_clothes/clo_027_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_027_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_027_2.png
43090027	船长套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_027_9.png	resources/makeup_clothes/clo_027_9.png	0	4300271|4300272			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_027_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_027_9.png
4300281	小鹿衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_028_1.png	resources/makeup_clothes/clo_028_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_028_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_028_1.png
4300282	小鹿帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_028_2.png	resources/makeup_clothes/clo_028_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_028_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_028_2.png
43090028	小鹿套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_028_9.png	resources/makeup_clothes/clo_028_9.png	0	4300281|4300282			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_028_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_028_9.png
4300291	海魂衫	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_029_1.png	resources/makeup_clothes/clo_029_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_029_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_029_7.png
4300292	海魂帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_029_2.png	resources/makeup_clothes/clo_029_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_029_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_029_2.png
43090029	海魂衫	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_029_9.png	resources/makeup_clothes/clo_029_9.png	0	4300291|4300292			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_029_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_029_9.png
4300301	钓鱼衣服	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_030_1.png	resources/makeup_clothes/clo_030_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_030_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_030_1.png
4300302	钓鱼帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_030_2.png	resources/makeup_clothes/clo_030_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_030_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_030_2.png
43090030	钓鱼套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_030_9.png	resources/makeup_clothes/clo_030_9.png	0	4300301|4300302			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_030_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_030_9.png
4300311	骷髅骑士装	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_031_1.png	resources/makeup_clothes/clo_031_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_031_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_031_1.png
4300312	骷髅骑士装	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_031_2.png	resources/makeup_clothes/clo_031_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_031_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_031_2.png
43090031	骷髅骑士装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_031_9.png	resources/makeup_clothes/clo_031_9.png	0	4300311|4300312			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_031_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_031_9.png
4300321	女巫装	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_032_1.png	resources/makeup_clothes/clo_032_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_032_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_032_1.png
4300322	女巫装	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_032_2.png	resources/makeup_clothes/clo_032_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_032_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_032_2.png
43090032	女巫装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_032_9.png	resources/makeup_clothes/clo_032_9.png	0	4300321|4300322			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_032_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_032_9.png
4300331	僵尸先生	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_033_1.png	resources/makeup_clothes/clo_033_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_033_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_033_1.png
4300332	僵尸先生	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_033_2.png	resources/makeup_clothes/clo_033_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_033_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_033_2.png
43090033	僵尸先生	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_033_9.png	resources/makeup_clothes/clo_033_9.png	0	4300331|4300332			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_033_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_033_9.png
4300341	木乃伊	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_034_1.png	resources/makeup_clothes/clo_034_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_034_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_034_1.png
4300342	木乃伊	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_034_2.png	resources/makeup_clothes/clo_034_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_034_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_034_2.png
43090034	木乃伊	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_034_9.png	resources/makeup_clothes/clo_034_9.png	0	4300341|4300342			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_034_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_034_9.png
4300351	万圣条纹装	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_035_1.png	resources/makeup_clothes/clo_035_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_035_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_035_1.png
4300352	万圣条纹装	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_035_2.png	resources/makeup_clothes/clo_035_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_035_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_035_2.png
43090035	万圣条纹装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_035_9.png	resources/makeup_clothes/clo_035_9.png	0	4300351|4300352			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_035_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_035_9.png
4300361	魔女衣	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_036_1.png	resources/makeup_clothes/clo_036_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_036_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_1.png
4300362	魔女衣	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_036_2.png	resources/makeup_clothes/clo_036_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_036_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_2.png
4300365	魔女衣	cloak	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_036_5.png	resources/makeup_clothes/clo_036_5.png	5				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_036_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_5.png
43090036	魔女衣	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_036_9.png	resources/makeup_clothes/clo_036_9.png	0	4300361|4300362|4300365			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_036_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_9.png
40190031	骷髅骑士装	suit	3	有效期：1天，装备后开始计时	1000	resources/item_clothes/clo_031_9.png	resources/makeup_clothes/clo_031_9.png	0	4300311|4300312			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	5000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_031_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_031_9.png
40190032	女巫装	suit	3	有效期：1天，装备后开始计时	1000	resources/item_clothes/clo_032_9.png	resources/makeup_clothes/clo_032_9.png	0	4300321|4300322			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	5000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_032_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_032_9.png
40190033	僵尸先生	suit	3	有效期：1天，装备后开始计时	1000	resources/item_clothes/clo_033_9.png	resources/makeup_clothes/clo_033_9.png	0	4300331|4300332			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	5000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_033_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_033_9.png
40190034	木乃伊	suit	3	有效期：1天，装备后开始计时	1000	resources/item_clothes/clo_034_9.png	resources/makeup_clothes/clo_034_9.png	0	4300341|4300342			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	5000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_034_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_034_9.png
40190035	万圣条纹装	suit	3	有效期：1天，装备后开始计时	1000	resources/item_clothes/clo_035_9.png	resources/makeup_clothes/clo_035_9.png	0	4300351|4300352			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	5000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_035_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_035_9.png
40190036	魔女衣	suit	3	有效期：1天，装备后开始计时	1000	resources/item_clothes/clo_036_9.png	resources/makeup_clothes/clo_036_9.png	0	4300361|4300362|4300365			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	5000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_036_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_9.png
49990024	钢铁喵套装	suit	3	喵元2018年双11的限量永久套装	129600	resources/item_clothes/clo_024_9.png		0		https://qiniustatic.wodidashi.com/pet/normal/catIron.png	https://qiniustatic.wodidashi.com/pet/meet2/catIron.png	1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_024_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_9.png
41590024	钢铁喵套装	suit	3	喵元2018年双11的限量永久套装	43200	resources/item_clothes/clo_024_9.png		0		https://qiniustatic.wodidashi.com/pet/normal/catIron.png	https://qiniustatic.wodidashi.com/pet/meet2/catIron.png	1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_024_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_036_9.png
